NR_INWENT;NAZWA;REGION;GMINA;WLASCICIEL;DLUGOSC;GLEBOKOSC;PRZEWYZSZE;DENIWELACJ;OSUWISKOWA;X_1992;Y_1992;ID;ROK_AKTUAL;CPU
P-02.06;Schronisko Wodne pod Kramnicą;Pieniny;Nowy Targ (gm. wiejska);Skarb Państwa;4;0;0;0;0;581925.1;174148.92;414;2020
J.Cz.IV-02.34;Jaskinia Rysia;Wyżyna Śląsko-Krakowska;Klucze (gm. wiejska);Prywatny;510;49.5;0;49.5;0;535994.81;280901.55;12258;2020
NP-01;Grota w Mechowej;Niż Polski;Puck (gm. wiejska);Komunalny;61;0;0;0;0;453929.95;761327.45;390;2013
T.E-13.01;Jaskinia Śnieżna;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;14954;602.5;20;622;0;567417.26;152928.35;496;2013
J.Olk.I-09.08;Jaskinia Żarska;Wyżyna Śląsko-Krakowska;Krzeszowice (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);143;8.5;0;8.5;0;550247.63;255539.45;11067;2017
J.Olk.I-02b.205;Schronisko Kamieniste;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;9;0;0;0;0;555931.05;261306.59;12116;2020
J.Olk.I-02b.206;Schronisko Dwuotworowe w Gęsiej Szyi;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;5;0;0;0;0;555910.56;261390.06;12117;2020
J.Olk.I-02b.207;Schronisko Zachodnie w Gęsiej Szyi;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;2;0;0;0;0;555903.75;261377.95;12118;2020
J.Olk.I-02b.208;Szczelina w Kamieniołomie nad Sąspówką;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;7;0;0;0;0;555860.83;261371.01;12119;2020
J.Olk.I-02b.101;Schronisko nad Jaskinią Krowią;Wyżyna Śląsko-Krakowska;Skała (gm. miejsko-wiejska);Skarb Państwa;2;0;0;0;0;559126.96;259176.81;12120;2020
J.Olk.I-02b.209;Schronisko nad Progiem w Stokowej Skale;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;3;0;0;0;0;555805.09;261414.89;12121;2020
J.Olk.I-02b.210;Schronisko na Półce w Stokowej Skale;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;2;0;0;0;0;555792.18;261417.84;12122;2020
J.Olk.I-02b.211;Schronisko Zachodnie w Stokowej Skale;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;4;0;0;0;0;555793.32;261403.65;12123;2020
J.Olk.I-02b.212;Schronisko Wschodnie w Rogożowej Skale;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;3;0;0;0;0;555431.37;261474.59;12124;2020
J.Olk.I-02b.213;Schronisko Niskie w Rogożowej Skale;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;4;0;0;0;0;555407.63;261471.57;12125;2020
J.Olk.I-02b.214;Szczelina w Rogożowej Skale;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;3;0;0;0;0;555381.94;261465.43;12126;2020
J.Olk.I-02b.215;Schronisko pod Lepianką Sąspowską;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;2;0;0;0;0;555010.2;261200.95;12127;2020
J.Olk.I-02b.216;Tunel Sąspowski;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;17;2;3;5;0;555002.32;261866.63;12128;2020
J.Olk.I-02b.217;Schronisko Trójotworowe nad Sąspowem;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;2;0;0;0;0;554337.37;262009.25;12129;2020
J.Olk.I-02b.218;Schronisko nad Sąspowem;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;3;0;0;0;0;554324.22;262016.52;12130;2020
J.Olk.I-02b.102;Szczelina za Jaskinią Krowią;Wyżyna Śląsko-Krakowska;Skała (gm. miejsko-wiejska);Skarb Państwa;2;0;0;0;0;559116.63;259232.28;12131;2020
J.Olk.I-02b.103;Schronisko Dwuotworowe w Styrze;Wyżyna Śląsko-Krakowska;Skała (gm. miejsko-wiejska);Skarb Państwa;6;3.5;0;3.5;0;559083.66;259345.86;12132;2020
J.Olk.I-02b.104;Schronisko Niskie w Styrze;Wyżyna Śląsko-Krakowska;Skała (gm. miejsko-wiejska);Skarb Państwa;6;0;0;0;0;559029.1;259386.02;12133;2020
J.Olk.I-02b.105;Schronisko Małe w Chełmowej Górze;Wyżyna Śląsko-Krakowska;Skała (gm. miejsko-wiejska);Skarb Państwa;2;0;0;0;0;558808.04;259462.31;12134;2020
J.Olk.I-02b.106;Szczelina Dwuotworowa w Chełmowej Górze;Wyżyna Śląsko-Krakowska;Skała (gm. miejsko-wiejska);Skarb Państwa;2;0;0;0;0;558780.01;259487.32;12135;2020
J.Olk.I-02b.107;Szczelina w Chełmowej Górze;Wyżyna Śląsko-Krakowska;Skała (gm. miejsko-wiejska);Skarb Państwa;3;0;0;0;0;558788.32;259489.27;12136;2020
J.Olk.I-02b.108;Nisza w Chełmowej Górze;Wyżyna Śląsko-Krakowska;Skała (gm. miejsko-wiejska);Skarb Państwa;2;0;0;0;0;558793.97;259498.28;12137;2020
J.Olk.I-02b.91;Schronisko Dolne koło Jaskini Chełmowej;Wyżyna Śląsko-Krakowska;Skała (gm. miejsko-wiejska);Skarb Państwa;3;0;0;0;0;558721.42;259300.78;12138;2020
J.Olk.I-02b.109;Schronisko Trójotworowe w Chełmowej Górze;Wyżyna Śląsko-Krakowska;Skała (gm. miejsko-wiejska);Skarb Państwa;6;1;0;1;0;558780.16;259510.18;12139;2020
J.Olk.I-02b.110;Schronisko Niskie w Chełmowej Górze;Wyżyna Śląsko-Krakowska;Skała (gm. miejsko-wiejska);Skarb Państwa;2;0;0;0;0;558790.47;259509.67;12140;2020
J.Olk.I-02b.111;Schronisko w Chełmowej Górze;Wyżyna Śląsko-Krakowska;Skała (gm. miejsko-wiejska);Skarb Państwa;5;0;1.5;1.5;0;558755.13;259586.48;12141;2020
J.Olk.I-02b.112;Schronisko nad Berłem;Wyżyna Śląsko-Krakowska;Skała (gm. miejsko-wiejska);Skarb Państwa;2;0;0;0;0;558780.29;259677.54;12142;2020
J.Cz.IV-04.119;Schronisko na Skraju Lasu;Wyżyna Śląsko-Krakowska;Wolbrom (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);5.5;0;0;0;0;553249.99;285342.7;2588;2013
N-2.17;Schronisko Bajkowe;Niecka Nidziańska;Pińczów (gm. miejsko-wiejska);Prywatny;12;0;0;0;0;617103.16;287485.58;668;2013
N-2.3;Jaskinia Lucyny;Niecka Nidziańska;Pińczów (gm. miejsko-wiejska);Komunalny;6;1;0;1;0;612718.71;288656.52;659;2013
J.Wl-15Ex;Schronisko na Górze Rębielskiej;Wyżyna Śląsko-Krakowska;Popów (gm. wiejska);Skarb Państwa;26;0;0;0;0;488304.39;346289.64;1812;2013
G-1.3;Jaskinia Debiutantów;Region Świętokrzyski;Kielce (gm. miejska);Komunalny;10;1;1.5;2.5;0;615572.47;333387.32;671;2013
K.Bs-04.63;Jaskinia Piętrowa w Klimczoku;Karpaty;Szczyrk (gm. miejska);Skarb Państwa (Lasy Państwowe);130;9.6;0.4;10;1;499624.63;207953.71;10231;2014
K.Bmk-02.13;Jaskinia w Surmiaków Groniu;Karpaty;Zawoja (gm. wiejska);Prywatny;32;4.7;0;4.7;1;540204.67;199944.68;10232;2015
J.Olk.I-01.11;Schronisko za Płytą z Oknem;Wyżyna Śląsko-Krakowska;Trzyciąż (gm. wiejska);Skarb Państwa (Lasy Państwowe);5.6;5.6;0;5.6;0;561015.21;271672.47;10889;2014
NP-12;Jaskinia Klonowa;Niż Polski;Grudziądz (gm. wiejska);Skarb Państwa;19;2.5;0;2.5;0;486329.54;627519.35;401;2013
NP-17;Szczelina w Kurowie;Niż Polski;Kobylin-Borzymy (gm. wiejska);Skarb Państwa;1.5;0;0;0;0;753574.83;588886.56;406;2013
P-02.07;Schronisko w Lorencowych Skałkach;Pieniny;Nowy Targ (gm. wiejska);Skarb Państwa;4;2.5;0;2.5;0;584319.23;173400.08;415;2020
T.E-09.34;Spękana Szczelina;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;11.5;0;4.9;4.9;0;563643.37;152415.5;1485;2010
G-16Ex;Jaskinia przy Cmentarzu;Region Świętokrzyski;Kielce (gm. miejska);Komunalny;57;0;0;0;0;614139.62;333633.68;930;2013
N-25Ex;Jaskinia Deszczowa;Niecka Nidziańska;Busko-Zdrój (gm. miejsko-wiejska);;14;7.5;0;7.5;0;619499.54;295756.41;799;2013
T.E-08.07;Smocza Jama;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;44;18.6;0;18.6;0;563146.17;152621.27;760;2014
T.B-12.07;Dziurawa Nisza w Jatkach;Tatry;Zakopane (gm. miejska);Skarb Państwa;17;0;0;0;0;567049.46;155686.58;1014;2010
T.A-24.02;Grota w Jaworzyńskim Żlebie;Tatry;Poronin (gm. wiejska);Skarb Państwa;8.5;0;0;0;0;578096.48;157730.99;957;2010
T.B-14.03;Lisia Jama;Tatry;Zakopane (gm. miejska);Skarb Państwa;19;0;0;0;0;568580.42;156452.34;1020;2013
T.A-22.01;Koziarska Dziura;Tatry;Poronin (gm. wiejska);Skarb Państwa;3.7;1;0;1;0;576716.88;157872.12;11050;2017
G-2Ex;Niespodzianka;Region Świętokrzyski;Miedziana Góra (gm. wiejska);Prywatny;18;5;0;5;0;608572.89;340835.63;916;2013
T.B-10.02;Dziura za Smrekiem w Zawiesistej;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;13.5;0;5;5;0;564437.04;155439.33;992;2010
G-2.5;Schronisko Jacka;Region Świętokrzyski;Chęciny (gm. miejsko-wiejska);Skarb Państwa;2;0;0;0;0;602948.69;328807.37;825;2013
J.Olk.I-02a.30;Schronisko Wysokie w Wąwozie Maszyckim;Wyżyna Śląsko-Krakowska;Skała (gm. miejsko-wiejska);Skarb Państwa;15;7;0;7;0;560494.95;257078.78;11414;2020
T.B-09.01;Dziura w Kończystej Turni;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;16.5;0.7;1.5;2.2;0;563899.71;155535.07;960;2010
T.C-15.01;Dziura za Głazami;Tatry;Zakopane (gm. miejska);Skarb Państwa;25;0;0;0;0;570002.06;154603.94;1052;2010
J.Wl-01.19;Jaskinia na Górze Kaplicznej Wschodnia;Wyżyna Śląsko-Krakowska;Działoszyn (gm. miejsko-wiejska);Prywatny;6;0;0;0;0;490901.67;360026.46;1775;2013
G-9Ex;Jaskinia w Laskowej II;Region Świętokrzyski;Miedziana Góra (gm. wiejska);Prywatny;0;0;0;0;0;608377.73;340831.55;923;2013
G-2.21;Schronisko Zachodnie na Miedziance;Region Świętokrzyski;Chęciny (gm. miejsko-wiejska);Skarb Państwa;3;0;0;0;0;595575.76;332054.44;840;2013
T.B-09.08;Schron pod Kończystą;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;3;0;0;0;0;563896.57;155465.02;977;2010
N-24Ex;Schronisko Mysia Nora;Niecka Nidziańska;Pińczów (gm. miejsko-wiejska);Prywatny;6;0;0;0;0;613952.9;289949.54;797;2013
T.B-09.10;Okap w Kończystej Turni;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;10;0;6;6;0;563940.73;155496.18;978;2010
T.A-24.03;Jaskinia w Jaworzyńskim Żlebie;Tatry;Poronin (gm. wiejska);Skarb Państwa;10;0;0;0;0;578148.15;157790.39;958;2010
T.B-12.01;Tunel w Jatkach;Tatry;Zakopane (gm. miejska);Skarb Państwa;6;0;3.5;3.5;0;566978.37;155541.56;994;2010
T.B-10.01;Jaskinia Barłogowa;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;15;0;2.7;2.7;0;564291.68;155455.48;991;2010
G-5.9;Jaskinia Chalcedonitowa I;Region Świętokrzyski;Chęciny (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);10;2.5;0;2.5;0;592541.81;330022.72;860;2013
T.C-13.05;Mała Dziura Giewontowa;Tatry;Zakopane (gm. miejska);Skarb Państwa;2.9;0.5;0;0.5;0;567847.93;154529.59;1051;2010
G-1.30;Jaskinia Jeleniowska;Region Świętokrzyski;Kielce (gm. miejska);Komunalny;36;8;0;8;0;613741.32;333964.76;808;2013
G-7.28;Grzybowa Dziura;Region Świętokrzyski;Bliżyn (gm. wiejska);Skarb Państwa (Lasy Państwowe);5.5;0;0;0;0;623227.7;358402.79;901;2013
T.C-05.03;Schronisko w Międzyścianach III;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;3;0;0;0;0;559684.23;154256.01;1039;2010
G-8.1;Schronisko Wsiowe;Region Świętokrzyski;Ćmielów (gm. miejsko-wiejska);Prywatny;4;0;1;1;0;678998.55;340625.55;904;2013
N-2.59;Schronisko przy Dziupli;Niecka Nidziańska;Busko-Zdrój (gm. miejsko-wiejska);Komunalny;3;0;0;0;0;620023.36;288323.51;723;2013
S.III-04.39;Jaskinia Porcelanowa (S-5.39);Sudety;Wojcieszów (gm. miejska);Skarb Państwa;134;25;0;25;0;282860.97;345364.15;3993;2014
T.C-15.05;Kalacki Tunelik;Tatry;Zakopane (gm. miejska);Skarb Państwa;7;4.2;0;4.2;0;570137.57;154582.53;1056;2010
T.C-15.07;Frapująca Nyża;Tatry;Zakopane (gm. miejska);Skarb Państwa;6;0;1.8;1.8;0;570171.53;154621.42;1058;2010
T.B-18.01;Nyża nad Olczyską II;Tatry;Zakopane (gm. miejska);Skarb Państwa;3.5;0;1.5;1.5;0;572892.13;155822.36;1032;2010
T.B-09.02;Dziura w Kończystej Niżnia;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;3;0;0;0;0;563894.33;155549.93;962;2010
N-23Ex;Schronisko Stołowe;Niecka Nidziańska;Pińczów (gm. miejsko-wiejska);Prywatny;4;0;0;0;0;613952.9;289949.54;796;2013
T.B-14.01;Dziura;Tatry;Zakopane (gm. miejska);Skarb Państwa;175;15.6;24.8;40.4;0;568551.88;156472.36;1018;2014
T.D-06.09;Szczelina przy Lodowej nad Kufą;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;12;0;3.9;3.9;0;561059.96;153300.8;1079;2010
T.C-15.08;Szczelina pod Frapującą Nyżą;Tatry;Zakopane (gm. miejska);Skarb Państwa;3;0;0;0;0;570171.53;154621.42;1059;2010
G-7.18;Dziurawe Okno;Region Świętokrzyski;Skarżysko-Kamienna (gm. miejska);Komunalny;6.5;0;0;0;0;629985.54;359773.75;891;2013
N-2.47;Jaskinia w Aleksandrowie;Niecka Nidziańska;Wiślica (gm. miejsko-wiejska);Prywatny;163;0;4;4;0;619315.41;282994.2;743;2013
N-2.49;Schronisko Narożne;Niecka Nidziańska;Wiślica (gm. miejsko-wiejska);Prywatny;14;1.5;1.5;3;0;619534.16;282914.3;745;2013
T.C-16.01;Jaskinia Kalacka;Tatry;Zakopane (gm. miejska);Skarb Państwa;405;6.5;12.5;19;0;570332.48;154759.94;1063;2014
T.B-12.02;Okno w Jatkach I;Tatry;Zakopane (gm. miejska);Skarb Państwa;3;0;0;0;0;566988.72;155527.84;1010;2010
G-8.5;Jaskinia Babia w Podgrodziu;Region Świętokrzyski;Ćmielów (gm. miejsko-wiejska);Prywatny;10;0;0.5;0.5;0;678952.05;340840.32;908;2013
T.A-06.02;Siwiańska Dziura;Tatry;Kościelisko (gm. wiejska);Komunalny;7;0;2;2;0;560113.03;156895.7;950;2014
G-2.14;Jaskinia w Marzyszu;Region Świętokrzyski;Daleszyce (gm. miejsko-wiejska);Prywatny;13;0;4.5;4.5;0;619367.48;324792.1;833;2013
G-8.3;Studnia Jaskini Wysokiej;Region Świętokrzyski;Ćmielów (gm. miejsko-wiejska);Prywatny;4;3;0;3;0;678997.49;340656.42;906;2013
T.D-08.35;Kopalnia Maturka;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;120;18;0;18;0;562547.46;153562.06;1124;2013
G-10Ex;Jaskinia w Laskowej III;Region Świętokrzyski;Miedziana Góra (gm. wiejska);Prywatny;0;0;0;0;0;608041.46;341040.77;924;2013
T.A-24.01;Nyża nad Jaworzyńskim Żlebem;Tatry;Poronin (gm. wiejska);Skarb Państwa;5;0;0;0;0;578095.77;157780.38;956;2010
N-2.75;Dziura w Leju;Niecka Nidziańska;Busko-Zdrój (gm. miejsko-wiejska);Prywatny;6;3.5;1;3.5;0;623655;292423.41;724;2013
J.Olk.I-06.88;Schron w Kuli;Wyżyna Śląsko-Krakowska;Zabierzów (gm. wiejska);Prywatny;7.3;0;3.3;3.3;0;553918.95;254377.25;2015;2013
G-7.14;Jaskinia nad Zalewem;Region Świętokrzyski;Brody (gm. wiejska);Prywatny;8;0;0;0;0;652114.14;351139.45;887;2013
J.BK-02.01;Jaskinia w Anastomozach;Wyżyna Śląsko-Krakowska;Kraków (gm. miejska);Prywatny;7;0;0;0;0;565620.38;241878.2;2068;2013
N-4Ex;Jaskinia Magierowska;Niecka Nidziańska;Solec-Zdrój (gm. wiejska);;0;0;0;0;0;635975.89;283180.64;656;2013
N-2.2;Jaskinia w Krzyżanowicach Górna;Niecka Nidziańska;Pińczów (gm. miejsko-wiejska);Komunalny;60;0;6;6;0;612561.01;288653.15;658;2013
P-03.05;Schronisko w Zielonych Skałkach;Pieniny;Łapsze Niżne (gm. wiejska);Skarb Państwa;15;0;0;0;0;593606.11;174663.77;426;2020
P-03.01;Schronisko w Żorze;Pieniny;Łapsze Niżne (gm. wiejska);Skarb Państwa (Lasy Państwowe);4.5;2;0;2;1;589000.37;173042.88;422;2020
N-2.4;Jaskinia w Gackach;Niecka Nidziańska;Pińczów (gm. miejsko-wiejska);Prywatny;115;0;2;2;0;613463.78;288857.84;660;2013
P-02.05;Schronisko w Kramnicy;Pieniny;Nowy Targ (gm. wiejska);Skarb Państwa;3;0;2.5;2.5;0;582094.88;174108.23;413;2020
N-3Ex;Jaskinia w Skotnikach Małych;Niecka Nidziańska;Busko-Zdrój (gm. miejsko-wiejska);;0;0;0;0;0;627196.16;286977.93;655;2013
N-2.15;Jaskinia w Skotnikach Górnych;Niecka Nidziańska;Wiślica (gm. miejsko-wiejska);Prywatny;31;0;0;0;0;617108.27;285477.81;711;2013
N-2.14;Schronisko ze Studnią;Niecka Nidziańska;Wiślica (gm. miejsko-wiejska);Prywatny;11;2.5;0;2.5;0;617108.27;285477.81;710;2013
P-03.04;Schronisko przy Zielonej Drodze;Pieniny;Łapsze Niżne (gm. wiejska);Skarb Państwa (Lasy Państwowe);7;0;0;0;1;590244.46;173341.18;425;2020
P-04.01Ex;Schronisko Czorsztyńskie;Pieniny;Czorsztyn (gm. wiejska);Skarb Państwa;0;0;0;0;0;595047.03;174971.5;428;2020
N-2.7;Schron w Marzęcinie;Niecka Nidziańska;Pińczów (gm. miejsko-wiejska);Prywatny;2.5;0;0;0;0;613927.19;290226.99;661;2013
NP-02;Schronisko w Połchowie;Niż Polski;Puck (gm. wiejska);Skarb Państwa (Lasy Państwowe);7;0;3;3;0;459556.37;753460.67;391;2013
P-01.02;Dziura w Maruszynie;Pieniny;Szaflary (gm. wiejska);Prywatny;5;0;0;0;0;567785.44;173241.15;407;2020
T.E-09.03;Jaskinia Skoruszowa;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;23;0.7;7.4;8;0;563611.81;152512.63;1416;2010
NP-06;Nisze nad Czarcimi Oknami;Niż Polski;Barlinek (gm. miejsko-wiejska);Skarb Państwa;4.5;0;1;1;0;243968.39;583805.07;395;2013
J.Cz.I-05.12;Schronisko naprzeciw Kmicica II;Wyżyna Śląsko-Krakowska;Janów (gm. wiejska);Skarb Państwa (Lasy Państwowe);9;4;0;4;0;531593.78;314812.72;2470;2013
NP-04;Jaskinia Śpiącego Szweda;Niż Polski;Gdynia (gm. miejska);Skarb Państwa;15;0;2.5;2.5;0;471610.41;733741.03;393;2013
NP-4Ex;Groty w Nagórzycach;Niż Polski;Tomaszów Mazowiecki (gm. miejska);Komunalny;617;0;0;0;0;569268.08;403795.04;473;2013
P-02.02;Schronisko w Obłazowej I;Pieniny;Nowy Targ (gm. wiejska);Skarb Państwa;14;0;0;0;0;581667.77;174077.14;411;2020
N-2.9;Jaskinia Żydowska;Niecka Nidziańska;Pińczów (gm. miejsko-wiejska);Prywatny;25;0.7;1.5;3.2;0;613866.73;290287.46;663;2013
G-1.14;Jaskinia Wschodnia na Kadzielni;Region Świętokrzyski;Kielce (gm. miejska);Komunalny;80;9.5;1;10.5;0;613898.33;333937.31;683;2013
N-2.35;Schronisko Północne;Niecka Nidziańska;Wiślica (gm. miejsko-wiejska);Skarb Państwa;3;0;1;1;0;618659.25;284956.42;734;2013
N-2.27;Schronisko nad Jaskinią z Potokiem;Niecka Nidziańska;Wiślica (gm. miejsko-wiejska);Skarb Państwa;2.5;0;0;0;0;618756.49;285020.39;713;2013
K.Bw-02.41;Schron Podwyżniakówka;Karpaty;Dobra (gm. wiejska);Skarb Państwa (Lasy Państwowe);1.5;0;0;0;0;592284.09;200256.73;10649;2014
G-1.18;Schronisko w Rafie;Region Świętokrzyski;Kielce (gm. miejska);Komunalny;2;0;0;0;0;613778.37;334058.25;686;2013
P-02.01;Jaskinia w Obłazowej;Pieniny;Nowy Targ (gm. wiejska);Skarb Państwa;11;0;5;5;0;581614.91;174070.17;410;2020
P-04.12;Bobrowa Jama;Pieniny;Czorsztyn (gm. wiejska);Skarb Państwa;6;0;2.3;2.3;0;603619.84;171428.28;12205;2020
K.Bw-02.33;Jaskinia Modyńska;Karpaty;Kamienica (gm. wiejska);;0;0;0;0;0;597520.19;193384.5;10636;2009
T.E-08.47;Radkowa Dziura I;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;8.5;1.3;0;1.3;0;563061.78;152522.07;1418;2010
K.Bmk-02.11;Lisia Jama;Karpaty;Zawoja (gm. wiejska);Skarb Państwa (Lasy Państwowe);3.5;0;0;0;1;544183.58;201309.45;10229;2015
G-1.19;Kominy II;Region Świętokrzyski;Kielce (gm. miejska);Komunalny;10;4.5;2.5;7;0;613797.91;334058.68;687;2013
N-1.1;Jaskinia w Antolce;Niecka Nidziańska;Książ Wielki (gm. miejsko-wiejska);Skarb Państwa (Lasy Państwowe);20;12;0;12;0;577631.22;282618.52;650;2013
N-2.1;Schronisko w Bogucicach;Niecka Nidziańska;Pińczów (gm. miejsko-wiejska);Prywatny;5;0;0;0;0;612395.25;291800.35;651;2013
K.Bw-02.36;Szczelina w Borsuczej Ścianie;Karpaty;Kamienica (gm. wiejska);;2;0;0;0;0;593876.41;195173.2;10639;2012
K.Bs-03.71;Schron w Wilgotnym Okapie;Karpaty;Lipowa (gm. wiejska);Skarb Państwa (Lasy Państwowe);2.8;0;0;0;1;502678.34;201627.09;10640;2015
NP-09;Jaskinia Bajka I;Niż Polski;Dobrcz (gm. wiejska);Skarb Państwa;19;0;0;0;0;445030.69;595253.78;398;2013
NP-14;Płaska Nisza;Niż Polski;Rogóźno (gm. wiejska);Skarb Państwa (Lasy Państwowe);2;0;0;0;0;489623.27;631234.8;403;2013
NP-3Ex;Komora Kryształowa;Niż Polski;Inowrocław (gm. miejska);;0;0;0;0;0;450037.88;546706.1;472;2013
P-03.03;Krzywa Dziura;Pieniny;Łapsze Niżne (gm. wiejska);Skarb Państwa (Lasy Państwowe);12;4.5;0;4.5;0;589950.5;172842.26;424;2020
G-1.4;Schronisko Gliniaste;Region Świętokrzyski;Kielce (gm. miejska);Komunalny;3;0;2.5;2.5;0;615634.54;333234.23;672;2013
N-6Ex;Jaskinia w Skorocicach wzmiankowana przez Sawickiego;Niecka Nidziańska;Wiślica (gm. miejsko-wiejska);;0;0;0;0;0;618370.97;284610.15;662;2013
NP-10;Jaskinia Bajka II;Niż Polski;Dobrcz (gm. wiejska);Skarb Państwa;10;0;0;0;0;445028.93;595261.53;399;2013
P-01.03;Schronisko w Szaflarach;Pieniny;Szaflary (gm. wiejska);Prywatny;3;0;0;0;0;573543.2;175036.33;408;2020
T.E-09.32;Żółty Schron;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;4.5;0;1.9;1.9;0;563494.98;152621.5;1481;2010
G-1.9;Szczelina na Kadzielni;Region Świętokrzyski;Kielce (gm. miejska);Komunalny;220;14.5;6.5;21;0;613877.44;333998.63;677;2013
G-1.16;Kominy I;Region Świętokrzyski;Kielce (gm. miejska);Komunalny;6.5;4.5;0;4.5;0;613778.37;334058.25;684;2013
K.Bmk-02.12;Schronisko w Przełomie Skawicy;Karpaty;Maków Podhalański (gm. miejsko-wiejska);Skarb Państwa;3;0;0;0;0;546956.89;201727.98;10230;2015
J.Olk.I-08.115;Smoczy Okap;Wyżyna Śląsko-Krakowska;Jerzmanowice-Przeginia (gm. wiejska);Prywatny;9;0;2.7;2.7;0;550945.59;259375.66;11296;2020
NP-05;Czarcie Okna;Niż Polski;Barlinek (gm. miejsko-wiejska);Skarb Państwa;3;0;0;0;0;244066.85;583774.52;394;2013
P-03.02;Prosta Dziura;Pieniny;Łapsze Niżne (gm. wiejska);Skarb Państwa (Lasy Państwowe);7;6;0;6;0;589809.01;172870.82;423;2020
P-02.13;Schronisko w Dziurowej Skale;Pieniny;Nowy Targ (gm. wiejska);Prywatny;2.7;0.95;0;0.95;0;586273.25;173303.33;420;2020
N-2.69;Studzienka w Siesławicach;Niecka Nidziańska;Busko-Zdrój (gm. miejsko-wiejska);Komunalny;5.5;1.2;0;1.2;0;620178.26;288450.6;773;2013
G-1.20;Schronisko Mysie;Region Świętokrzyski;Kielce (gm. miejska);Komunalny;2;0;0;0;0;613798.59;334027.8;688;2013
N-2.12;Jaskinia Lisia;Niecka Nidziańska;Wiślica (gm. miejsko-wiejska);Prywatny;76;2;3;5;0;617108.27;285477.81;666;2013
K.Bs-03.84;Mały Okap na Srzycznem;Karpaty;Lipowa (gm. wiejska);Skarb Państwa (Lasy Państwowe);1.3;0;0;0;1;502423.8;201926.44;10641;2015
NP-2Ex;Nisze w Bielawach;Niż Polski;Barcin (gm. miejsko-wiejska);Prywatny;0;0;0;0;0;433243.59;550535.63;471;2013
G-1.17;Schronisko z Koralami;Region Świętokrzyski;Kielce (gm. miejska);Komunalny;2;1.5;0;1.5;0;613778.37;334058.25;685;2013
NP-08;Grota Mirachowska II;Niż Polski;Kartuzy (gm. miejsko-wiejska);Skarb Państwa;4;0;0;0;0;434766.72;727891.8;397;2013
G-1.7;Jaskinia Odkrywców;Region Świętokrzyski;Kielce (gm. miejska);Komunalny;392;16.5;6.5;23;0;613876.08;334060.39;675;2013
T.F-10.15;Szczelina w Tomanowym Grzbiecie IV;Tatry;Kościelisko (gm. wiejska);Skarb Państwa;6;0;4.5;4.5;0;565191.32;151827.68;1723;2010
P-02.10;Schronisko w Borsukowej Skale III;Pieniny;Nowy Targ (gm. wiejska);Skarb Państwa (Lasy Państwowe);2.2;1;0;1;1;584840.98;173150.93;418;2020
G-1.10;Schronisko Zjazdowe;Region Świętokrzyski;Kielce (gm. miejska);Komunalny;2.5;0;0;0;0;613877.44;333998.63;678;2013
S.I-03.02;Jaskinia w Wapniarce (S-1.2);Sudety;Kłodzko (gm. wiejska);Skarb Państwa (Lasy Państwowe);15;6;0;6;0;334226.11;279768.95;3887;2013
